DATE,TIME,ADDRESS,MUNICIPALITY,CRIME
11/13/2018,21:32,663 East 6th St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
11/13/2018,23:32,1217 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/14/2018,1:44,200 West Front St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/14/2018,6:35,720 West 3rd St,PLAINFIELD,STOLEN AUTOMOBILE
11/14/2018,13:24,510 East Front St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
11/14/2018,13:40,611 Park Av,PLAINFIELD,LRCNY BTWN $50 & $200 - SHOPLIFTING
11/14/2018,15:40,943 Madison Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
11/14/2018,15:41,Nj/piscataway,PLAINFIELD,POSSESSION OF MARIJUANA
11/14/2018,18:19,16 Westervelt Av,PLAINFIELD,FRAUD
11/14/2018,18:31,1413 Myrtle Av,PLAINFIELD,SIMPLE ASSAULT
11/14/2018,20:41,1241 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/14/2018,21:40,439 West 4th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
11/14/2018,22:18,1236 Pacific St,PLAINFIELD,POSSESSION OF MARIJUANA
11/15/2018,7:59,1507 South 2nd St,PLAINFIELD,STOLEN AUTOMOBILE
11/15/2018,8:09,1134 West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/15/2018,9:18,600 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/15/2018,11:36,1463 Shirley St,PLAINFIELD,FRAUD
11/15/2018,11:45,950 Park Av,PLAINFIELD,CRIMINAL MISCHIEF
11/15/2018,11:48,221 Leland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/15/2018,12:15,410 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/15/2018,12:22,Court Pl && Watchung Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/16/2018,8:10,102 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/16/2018,11:53,159 Crescent Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/16/2018,13:13,1347 South 2nd St,PLAINFIELD,FRAUD
11/16/2018,16:22,203 North Av,PLAINFIELD,STOLEN AUTOMOBILE
11/16/2018,16:27,298 Leland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/16/2018,18:18,1009 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/16/2018,19:03,600 East Front St,PLAINFIELD,FRAUD
11/16/2018,19:57,478 West Front St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
11/16/2018,20:28,10 Watchung Av,PLAINFIELD,LARCENY OVER $200 - PICK-POCKET
11/17/2018,1:24,East 4th St && Watchung Av,PLAINFIELD,SIMPLE ASSAULT
11/17/2018,3:15,1012 Putnam Av,PLAINFIELD,SIMPLE ASSAULT
11/17/2018,11:46,1040 West 5th St,PLAINFIELD,CRIMINAL MISCHIEF
11/17/2018,11:58,715 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/17/2018,12:04,681 West Front St,PLAINFIELD,SIMPLE ASSAULT
11/17/2018,13:53,714 Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/17/2018,17:56,1159 Myrtle Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/17/2018,20:25,335 East Front St,PLAINFIELD,FRAUD
11/17/2018,21:05,406 East 6th St,PLAINFIELD,ASSAULT - KNIFE OR CUTTING INSTRUMENT
11/17/2018,21:39,248 East 9th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/18/2018,0:45,508 West 3rd St,PLAINFIELD,CRIMINAL MISCHIEF
11/18/2018,2:28,335 East Front St,PLAINFIELD,SIMPLE ASSAULT
11/18/2018,2:31,Plainfield Av && West Front,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
11/18/2018,3:05,Liberty St && West 3rd St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/18/2018,4:48,1101 West 5th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/18/2018,8:34,1021 Madison Av,PLAINFIELD,CRIMINAL MISCHIEF
11/18/2018,8:54,1031 Madison Av,PLAINFIELD,CRIMINAL MISCHIEF
11/18/2018,10:20,520 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/18/2018,11:28,215 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/18/2018,14:26,235 East Front St,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
11/18/2018,16:14,235 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/18/2018,16:33,744 Watchung Av,PLAINFIELD,LARCENY UNDER $50 - BICYCLES
11/18/2018,17:05,1409 Jean Ter,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/18/2018,19:59,1027 Arlington Av,PLAINFIELD,SIMPLE ASSAULT
11/18/2018,23:19,Cleveland Av && East 7th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/18/2018,23:50,311 West Front St,PLAINFIELD,SIMPLE ASSAULT
11/19/2018,8:46,Madison Av && Stelle Av,PLAINFIELD,CRIMINAL MISCHIEF
11/19/2018,10:12,1013 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/19/2018,12:08,800 Park Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
11/19/2018,15:25,Park Av && West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/19/2018,16:06,434 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/19/2018,16:29,711 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/19/2018,16:56,153 Remington Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/19/2018,17:08,149 Leland Av,PLAINFIELD,LARCENY OVER $200 - OTHER
11/19/2018,17:56,202 Manson Pl,PLAINFIELD,LARCENY OVER $200 - OTHER
11/19/2018,18:49,10 Somerset St,PLAINFIELD,SIMPLE ASSAULT
11/19/2018,21:56,232 East 2nd St,PLAINFIELD,ROBBERY - STRONG ARM - MISCELLANEOUS
11/19/2018,22:21,300 New St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/19/2018,22:43,100 East 5th St,PLAINFIELD,ROBBERY - STRONG ARM - RESIDENCE
11/19/2018,23:02,111 East Front St,PLAINFIELD,LARCENY OVER $200 - OTHER
11/19/2018,23:20,300 Central Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/20/2018,1:31,234 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/20/2018,8:00,820 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/20/2018,8:03,215 East 9th St,PLAINFIELD,STOLEN AUTOMOBILE
11/20/2018,9:42,1227 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/20/2018,10:12,900 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/20/2018,11:23,178 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/20/2018,20:29,100 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/21/2018,1:19,37 Farragut Rd,PLAINFIELD,CRIMINAL MISCHIEF
11/21/2018,10:38,160 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/21/2018,17:57,907 West 7th St,PLAINFIELD,FRAUD
11/22/2018,0:36,Lee Pl && West 4th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/22/2018,2:13,100 New St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
11/22/2018,4:42,849 East Front St,PLAINFIELD,CRIMINAL MISCHIEF
11/22/2018,9:29,300 Central Av,PLAINFIELD,SIMPLE ASSAULT
11/22/2018,9:44,570 West 4th St,PLAINFIELD,CRIMINAL MISCHIEF
11/22/2018,13:20,311 Garfield Av,PLAINFIELD,CRIMINAL MISCHIEF
11/22/2018,17:39,411 East 5th St,PLAINFIELD,SIMPLE ASSAULT
11/22/2018,18:14,9 Netherwood Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
11/23/2018,2:58,1120 George St,PLAINFIELD,AGGRAVATED ASSAULT
11/23/2018,3:22,1284 George St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/23/2018,11:03,509 West 3rd St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
11/23/2018,11:36,1065 Rose St,PLAINFIELD,DISORDERLY CONDUCT
11/23/2018,12:46,833 2nd Pl,PLAINFIELD,STOLEN AUTOMOBILE
11/23/2018,15:12,675 Sheridan Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/23/2018,15:27,100 Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/23/2018,15:30,141 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/23/2018,15:48,300 Central Av,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
11/23/2018,16:05,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
11/23/2018,17:01,600 Crescent Av,PLAINFIELD,SIMPLE ASSAULT
11/23/2018,19:01,1150 South Av,PLAINFIELD,FRAUD
11/24/2018,9:28,248 Orange Pl,PLAINFIELD,STOLEN AUTOMOBILE
11/24/2018,10:46,812 Hobert Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
11/24/2018,13:08,1100 South Av,PLAINFIELD,POSSESSION OF MARIJUANA
11/24/2018,13:20,1228 Pacific St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/24/2018,13:34,501 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/24/2018,13:59,679 Sheridan Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
11/24/2018,15:18,729 West 7th St,PLAINFIELD,CRIMINAL MISCHIEF
11/24/2018,16:05,1166 Inwood Pl,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
11/24/2018,23:14,Madison Av && West 5th Street,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/25/2018,13:01,730 West 4th St,PLAINFIELD,CRIMINAL MISCHIEF
11/25/2018,18:22,316 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/25/2018,19:01,1225 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/25/2018,19:20,223 Rushmore Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/25/2018,21:26,300 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/26/2018,1:17,500 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/26/2018,8:01,519 North Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/26/2018,9:45,1322 East 3rd St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
11/26/2018,12:10,615 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/26/2018,13:28,1227 East Front St,PLAINFIELD,CRIMINAL MISCHIEF
11/26/2018,14:01,521 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/26/2018,15:17,303 West 8th St,PLAINFIELD,FRAUD
11/26/2018,16:28,452 Orchard Pl,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - DAYTIME
11/26/2018,19:15,East 4th St && Watchung Av,PLAINFIELD,AGGRAVATED ASSAULT
11/27/2018,1:37,314 Plainfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
11/27/2018,3:41,22 Sycamore Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/1/2018,1:27,576 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/1/2018,5:29,419 Park Av,PLAINFIELD,SIMPLE ASSAULT
12/1/2018,8:35,704 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/1/2018,8:59,1165 West 7th St,PLAINFIELD,SIMPLE ASSAULT
12/1/2018,9:49,1200 Rahway Rd,OTHER,LARCENY UNDER $50 - FROM BUILDINGS
12/1/2018,11:49,730 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/1/2018,14:06,200 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/1/2018,15:02,516 South Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
12/1/2018,15:10,434 West 5th St,PLAINFIELD,ASSAULT - KNIFE OR CUTTING INSTRUMENT
12/1/2018,20:44,300 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/1/2018,21:52,339 Bergen St,PLAINFIELD,SIMPLE ASSAULT
12/2/2018,0:37,427 John St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/2/2018,1:36,728 Hillside Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/2/2018,1:38,100 Johnston Av,PLAINFIELD,ROBBERY - KNIFE - HIGHWAY
12/2/2018,3:51,427 John St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/2/2018,5:15,200 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/2/2018,6:12,200 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/2/2018,7:44,54 Parkside Rd,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
12/2/2018,8:29,123 West 7th St,PLAINFIELD,SIMPLE ASSAULT
12/2/2018,10:15,930 Madison Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/2/2018,10:16,1347 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/2/2018,11:05,1006 East 2nd St,PLAINFIELD,FORCIBLE ENTRY - ATT - RESIDENCE - NIGHT
12/2/2018,12:31,425 John St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
12/2/2018,16:57,1038 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/2/2018,23:19,501 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/3/2018,0:25,East 7th St && Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/3/2018,2:42,450 Orchard Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/3/2018,8:17,400 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/3/2018,11:32,416 Lee Pl,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
12/3/2018,11:39,1227 East Front St,PLAINFIELD,FRAUD
12/3/2018,12:55,949 South Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - NIGHT
12/3/2018,13:04,662 West 7th St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
12/3/2018,13:16,241 East 2nd St,PLAINFIELD,STOLEN AUTOMOBILE
12/3/2018,14:07,820 Monroe Av,PLAINFIELD,MISSING ADULT
12/3/2018,14:18,1131 Hillside Av,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - DAYTIME
12/3/2018,14:51,1000 North Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - UNKNOWN
12/3/2018,14:55,700 Park Av,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
12/3/2018,16:33,400 Clinton Av,PLAINFIELD,POSSESSION OF MARIJUANA
12/3/2018,17:39,Hill St && North Av,PLAINFIELD,POSSESSION OF MARIJUANA
12/3/2018,19:24,900 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/3/2018,20:10,643 East 7th St,PLAINFIELD,SIMPLE ASSAULT
12/3/2018,20:23,312 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/3/2018,23:48,131 East 9th St,PLAINFIELD,SIMPLE ASSAULT
12/4/2018,0:37,235 Johnston Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/4/2018,0:59,122 Plainfield Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
12/4/2018,10:50,705 South Av,PLAINFIELD,SIMPLE ASSAULT
12/4/2018,13:31,452 West 8th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
12/4/2018,13:56,946 Madison Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
12/4/2018,14:39,1000 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/4/2018,14:43,900 East Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
12/4/2018,14:56,100 East 7th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
12/4/2018,15:17,900 Hillside Av,PLAINFIELD,POSSESSION OF MARIJUANA
12/4/2018,17:24,600 Park Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
12/4/2018,18:12,156 East 7th St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
12/4/2018,21:20,440 West 4th St,PLAINFIELD,SIMPLE ASSAULT
12/4/2018,21:31,700 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/5/2018,13:53,531 North Av,PLAINFIELD,CRIMINAL MISCHIEF
12/5/2018,14:34,700 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/5/2018,15:01,733 Sterling St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/5/2018,15:05,522 Arlington Av,PLAINFIELD,CRIMINAL MISCHIEF
12/5/2018,16:03,1022 South Av,PLAINFIELD,SIMPLE ASSAULT
12/5/2018,17:36,1227 East Front St,PLAINFIELD,LARCENY OVER $200 - OTHER
12/5/2018,22:37,1147 South Av,PLAINFIELD,LRCNY BTWN $50 & $200 - SHOPLIFTING
12/6/2018,5:31,1150 South Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
12/6/2018,10:52,232 East 2nd St,PLAINFIELD,LARCENY UNDER $50 - OTHER
12/6/2018,11:28,101 East Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
12/6/2018,11:57,201 East Front St,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
12/6/2018,12:50,101 East Front St,PLAINFIELD,FAMILY OFFENSES
12/6/2018,13:01,950 Park Av,PLAINFIELD,SIMPLE ASSAULT
12/6/2018,13:14,1000 Myrtle Av,PLAINFIELD,STOLEN AUTOMOBILE
12/6/2018,13:19,333 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/6/2018,20:31,1458 Brentwood Ter,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
12/6/2018,22:57,400 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/7/2018,8:00,60 Andover Av,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
12/7/2018,8:09,827 East Front St,PLAINFIELD,MISSING MINOR
12/7/2018,12:38,828 George St,PLAINFIELD,LARCENY UNDER $50 - OTHER
12/7/2018,14:12,400 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/7/2018,14:26,718 Wallace Pl,PLAINFIELD,LARCENY OVER $200 - OTHER
12/7/2018,15:17,123 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/7/2018,15:39,700 South Av,PLAINFIELD,FRAUD
12/7/2018,16:11,117 Watchung Av,PLAINFIELD,LARCENY OVER $200 - OTHER
12/7/2018,16:29,520 Central Av,PLAINFIELD,SIMPLE ASSAULT
12/7/2018,17:48,219 East 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/7/2018,18:06,800 Madison Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
12/7/2018,18:24,624 Loretta Ter,PLAINFIELD,MISSING MINOR
12/7/2018,19:11,1241 East 7th St,PLAINFIELD,LARCENY OVER $200 - OTHER
12/7/2018,19:33,188 Reeve Ter,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/8/2018,0:48,Franklin Pl && Putnam Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/8/2018,1:56,849 East Front St,PLAINFIELD,SIMPLE ASSAULT
12/8/2018,10:23,33 Sycamore Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/8/2018,11:04,755 West Front St,PLAINFIELD,LARCENY UNDER $50 - OTHER
12/8/2018,11:47,346 Franklin Pl,PLAINFIELD,FORCIBLE ENTRY - ATT - RESIDENCE - DAY
12/8/2018,14:01,523 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/8/2018,14:12,912 Plainfield Av,PLAINFIELD,LARCENY UNDER $50 - AUTO PARTS & ACCESS
12/8/2018,14:15,350 East 3rd St,PLAINFIELD,POSSESSION OF MARIJUANA
12/8/2018,14:34,1804 Watchung Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
12/8/2018,14:35,Park Av && West 7th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
12/8/2018,15:37,1327 South Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
12/8/2018,16:27,249 East Front St,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
12/8/2018,22:17,315 East 5th St,PLAINFIELD,SIMPLE ASSAULT
12/8/2018,22:23,Central Av && West 7th St,PLAINFIELD,POSSESSION OF MARIJUANA
12/9/2018,0:05,1100 West 4th St,PLAINFIELD,POSSESSION OF MARIJUANA
12/9/2018,0:41,704 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/9/2018,2:09,111 East Front St,PLAINFIELD,SIMPLE ASSAULT
12/9/2018,2:18,400 Central Av,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
12/9/2018,2:22,George St && Netherwood Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/9/2018,6:46,East 6th St && Park Av,PLAINFIELD,SIMPLE ASSAULT
12/9/2018,8:23,600 Park Av,PLAINFIELD,ASSAULT - OTHER DANGEROUS WEAPON
12/9/2018,10:53,110 East 7th St,PLAINFIELD,SIMPLE ASSAULT
12/9/2018,11:05,438 Watchung Av,PLAINFIELD,LARCENY UNDER $50 - PURSE SOTHERTCHING
12/9/2018,12:00,1010 Rahway Rd,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
12/9/2018,22:09,1805 Myrtle Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
12/9/2018,22:29,500 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/9/2018,22:39,George St && Netherwood Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/9/2018,22:59,100 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/9/2018,23:35,219 Evona Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/10/2018,0:10,128 East 7th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
12/10/2018,1:26,Park Av && West 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/10/2018,7:55,748 Carlton Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/10/2018,8:58,132 Crescent Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
12/10/2018,9:19,217 Spooner Av,PLAINFIELD,SIMPLE ASSAULT
12/10/2018,10:17,160 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/10/2018,10:21,320 Lee Pl,PLAINFIELD,CRIMINAL MISCHIEF
12/10/2018,10:58,1114 Plainfield Av,PLAINFIELD,FRAUD
12/10/2018,10:58,,OTHER,OFFENSES NOT COVERED BY OTHER CLASSES
12/10/2018,14:10,500 Berckman St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/10/2018,17:17,424 Green Ct,PLAINFIELD,SIMPLE ASSAULT
12/10/2018,17:40,204 West Front St,PLAINFIELD,SIMPLE ASSAULT
12/10/2018,19:34,215 West Front St,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
12/10/2018,19:58,182 Pineview Ter,PLAINFIELD,FRAUD
12/10/2018,20:48,444 West 4th St,PLAINFIELD,SIMPLE ASSAULT
12/10/2018,22:35,New St && West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/10/2018,22:59,331 Watson Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/11/2018,0:53,300 Evona Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/11/2018,1:26,243 East 2nd St,PLAINFIELD,CRIMINAL MISCHIEF
12/11/2018,7:08,209 Pemberton Av,PLAINFIELD,CRIMINAL MISCHIEF
12/11/2018,7:25,243 East 2nd St,PLAINFIELD,STOLEN AUTOMOBILE
12/11/2018,7:55,530 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/11/2018,11:44,1446 Frances Ln,PLAINFIELD,CRIMINAL MISCHIEF
12/11/2018,12:13,235 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/11/2018,14:14,600 South 2nd St,PLAINFIELD,POSSESSION OF MARIJUANA
12/11/2018,14:49,557 East 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/11/2018,15:13,58 Westervelt Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
12/11/2018,18:05,312 East Front St,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - DAYTIME
12/11/2018,18:55,215 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/11/2018,21:13,100 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/11/2018,22:10,100 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/12/2018,6:53,825 Richmond St,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
12/12/2018,11:23,829 Richmond St,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
12/12/2018,11:40,724 Sherman Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/12/2018,12:40,1135 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/12/2018,13:54,1066 Rose St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
12/12/2018,14:27,100 East 2nd St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
12/12/2018,14:39,332 East Front St,PLAINFIELD,STOLEN AUTOMOBILE
12/12/2018,14:53,160 East 2nd St,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
